index,0,1,2
26457,0.04696802275266302,0.08516787968407317,0.8678640975632639
26458,0.17693687730939525,0.17700338507678065,0.6460597376138241
26459,0.036070974373902324,0.09468813519151936,0.8692408904345783
26460,0.12296585752275346,0.09175087567052631,0.7852832668067202
26461,0.07932074814762967,0.21983309316827349,0.7008461586840969
26462,0.08729169947695387,0.11289034101495424,0.7998179595080919
26463,0.3416354369284102,0.6579568912571029,0.0004076718144868656
26464,0.08364470958844437,0.13703251850108622,0.7793227719104694
26465,0.06259493662916359,0.14615320425514747,0.791251859115689
26466,0.051856103286482796,0.28258815122750375,0.6655557454860135
26467,0.10209449428151453,0.1847662537969574,0.7131392519215279
26468,0.07781675816947053,0.14170604845093776,0.7804771933795918
26469,0.27970562451286995,0.14618602287903998,0.5741083526080901
26470,0.06969260723944998,0.16097482023893978,0.7693325725216102
26471,0.11471767591677529,0.21983399178960888,0.6654483322936158
26472,0.1117655766902433,0.17108852367691219,0.7171458996328445
26473,0.0699508168733789,0.1328844268362231,0.797164756290398
26474,0.3003867396470493,0.6994555393659394,0.00015772098701128951
26475,0.26798046194494296,0.23958839632329726,0.4924311417317599
26476,0.036351526910854595,0.12205677650502682,0.8415916965841186
26477,0.1896126954521034,0.1971769886907207,0.6132103158571759
26478,0.11535267279000325,0.08393540455270913,0.8007119226572876
26479,0.045164670523994505,0.1329919177311056,0.8218434117448999
26480,0.0717995732880956,0.11829058360241376,0.8099098431094907
26481,0.08156128185208465,0.27657226862469203,0.6418664495232234
26482,0.18683261985295713,0.06647120475929845,0.7466961753877444
26483,0.06432757404382586,0.13744060163804797,0.7982318243181261
26484,0.2398716887511844,0.21200944528799487,0.5481188659608207
26485,0.0637287259505213,0.08275230534871594,0.8535189687007627
26486,0.11249763535271372,0.25475248304500797,0.6327498816022784
26487,0.12279362308972264,0.14226751120571796,0.7349388657045594
26488,0.24700506590380014,0.7194565741752537,0.033538359920946226
26489,0.053254134170483365,0.35496066095885725,0.5917852048706593
26490,0.12007473275546872,0.375132660430858,0.5047926068136733
26491,0.08731766669426577,0.11531490215453312,0.7973674311512011
26492,0.06143179831183146,0.1890784999500958,0.7494897017380727
26493,0.2801201245700904,0.7195863968388823,0.0002934785910272743
26494,0.07054266272142844,0.11679087313003514,0.8126664641485364
26495,0.0652801092539551,0.1155530771439626,0.8191668136020824
26496,0.10501890723527024,0.1252614825766113,0.7697196101881185
26497,0.08051049544593511,0.6528413345244566,0.2666481700296082
26498,0.19664837652225778,0.33983367639917883,0.4635179470785633
26499,0.06760993938455298,0.17149427459941158,0.7608957860160355
26500,0.09955356053643842,0.3330801084535008,0.5673663310100608
26501,0.06449542417631532,0.112999425130291,0.8225051506933937
26502,0.02948348672593691,0.04415673401712772,0.9263597792569354
26503,0.22584403807985778,0.2990421101117009,0.4751138518084413
26504,0.11859640164894544,0.23408455534606445,0.6473190430049901
